track_name,artist(s)_name,in_spotify_playlists,streams,in_apple_playlists,in_deezer_playlists,artist_count,released_year,released_month,released_day,in_spotify_charts,in_apple_charts,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,speechiness_%,liveness_%,key,mode
Run Rudolph Run - Single Version,Chuck Berry,8612,245350949,120,52,1,1958,1,1,0,30,0,1,152,69,94,71,79,0,8,7,G,Minor
Running Up That Hill (A Deal With God),Kate Bush,21811,1024858327,117,676,1,1985,9,16,0,1,3,0,108,63,20,55,72,0,6,6,A#,Minor
Rush,Troye Sivan,864,22581161,71,50,1,2023,7,13,78,135,1,294,126,74,35,84,0,0,6,11,F,Minor
S-Class,Stray Kids,290,65496046,9,5,1,2023,6,2,19,101,0,73,105,89,67,78,9,0,33,7,F,Minor
S91,Karol G,525,16011326,34,39,1,2023,7,14,41,115,6,216,128,86,42,72,59,0,19,9,,Minor
SABOR FRESA,Fuerza Regida,250,78300654,16,10,1,2023,6,22,26,149,5,168,130,79,96,86,9,0,9,9,G,Minor
SLOW DANCING IN THE DARK,Joji,10211,1122364376,38,65,1,2018,9,12,0,79,0,1,89,52,28,48,54,1,3,19,D#,Major
SNAP,Rosa Linn,5020,1437674063,151,289,1,2022,3,19,9,40,12,176,170,56,52,64,11,0,6,45,,Major
SORRY NOT SORRY,"Tyler, The Creator",709,58473276,8,13,2,2023,3,31,0,1,0,0,96,48,50,80,40,0,20,37,F#,Minor
SOS,SZA,827,73981293,6,1,1,2022,12,9,0,18,0,0,119,51,51,66,67,0,23,9,G,Minor
SPACE MAN,Sam Ryder,1329,54682594,42,32,1,2022,2,22,0,51,0,0,80,47,33,83,18,0,5,10,B,Major
SPIT IN MY FACE!,ThxSoMch,1202,605086148,33,27,1,2022,10,31,7,2,0,12,130,72,61,68,7,11,6,11,G#,Major
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,2616,332506354,113,208,1,2022,9,22,0,17,0,192,142,64,31,72,15,0,5,9,D,Minor
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",17050,2665343922,492,798,2,2021,7,9,36,99,31,0,170,59,48,76,4,0,5,10,C#,Major
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",2107,170732845,51,50,3,2022,8,5,0,1,0,0,130,72,18,46,7,0,8,28,E,Minor
SUPERMODEL,Mï¿½ï¿½ne,2265,231657891,93,173,1,2022,5,13,0,12,11,3,121,64,80,88,0,0,6,12,G,Major
Sacrifice,The Weeknd,4440,326792833,81,133,1,2022,1,7,0,77,0,,122,70,91,79,3,0,10,7,G,Major
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3643,354065229,69,70,3,2021,9,16,0,3,0,3,110,86,31,53,43,0,6,11,C#,Minor
Salimo de Noche,"Trueno, Tiago pzk",1057,261414174,17,21,2,2021,10,21,0,5,0,0,84,67,78,63,29,0,5,12,D,Major
San Lucas,Kevin Kaarl,407,244891912,5,5,1,2019,11,7,1,0,0,0,92,58,27,36,86,0,3,9,G,Major
Santa Tell Me,Ariana Grande,9408,834129063,231,439,1,2013,12,13,0,106,0,,133,46,53,63,5,0,18,30,G,Major
Satellite,Harry Styles,3291,311482393,43,79,1,2022,5,20,5,28,0,208,139,58,30,46,14,0,3,9,,Major
Save Your Tears,The Weeknd,12688,1591223784,197,112,1,2020,3,20,13,115,0,200,118,68,61,82,2,0,3,50,,Major
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",9161,1221813483,240,468,2,2020,3,20,5,98,3,10,118,65,63,79,3,0,3,10,,Major
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",2291,86176890,9,8,3,2022,5,13,0,0,0,0,123,61,66,71,53,0,46,32,G#,Major
Savior - Interlude,Kendrick Lamar,1194,37091576,0,3,1,2022,5,13,0,0,0,0,118,66,83,43,84,0,19,19,F,Minor
Say Yes To Heaven,Lana Del Rey,2000,127567540,49,63,1,2023,3,17,46,105,1,0,100,49,17,35,71,9,3,11,F#,Minor
Say You Won't Let Go,James Arthur,15722,2420461338,231,1509,1,2016,9,9,16,37,0,13,99,40,45,56,69,0,5,9,A#,Major
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",1560,223319934,72,0,8,2021,8,12,0,0,0,0,84,56,61,76,10,0,11,14,G,Minor
Search & Rescue,Drake,2066,175097833,58,43,1,2023,4,7,6,70,0,182,142,82,54,44,6,0,7,33,A#,Minor
See You Again,"Tyler, The Creator, Kali Uchis",13387,1047101291,77,247,3,2017,7,21,64,58,1,311,79,56,58,56,37,0,10,11,F#,Major
Seek & Destroy,SZA,1007,98709329,5,1,1,2022,12,9,0,31,0,0,152,65,35,65,44,18,7,21,C#,Major
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",332,70106975,18,5,2,2023,6,2,5,41,0,19,120,78,5,30,21,0,5,13,A,Major
Selfish,PnB Rock,2468,380319238,15,0,1,2016,6,23,0,0,0,0,102,64,4,60,11,0,4,19,C#,Minor
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",454,93587665,6,21,2,2022,12,23,4,1,0,1,83,53,40,36,73,0,33,11,C#,Major
Set Fire to the Rain,Adele,14739,1163620694,88,2163,1,2011,1,1,43,112,5,519,108,61,47,68,0,0,3,13,D,Minor
Set Me Free Pt.2,Jimin,340,168448603,4,16,1,2023,3,17,13,71,1,9,132,59,56,82,12,0,6,12,,Minor
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",967,138517666,7,51,2,2023,3,1,5,29,1,29,154,63,75,92,31,0,5,91,F#,Major
Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",553,141381703,43,45,2,2023,7,14,147,263,10,826,125,80,89,83,31,0,4,8,B,Major
"Sex, Drugs, Etc.",Beach Weather,3006,480507035,47,87,1,2016,11,4,16,60,12,124,144,57,47,84,1,1,4,52,E,Minor
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",15010,2484812918,453,1785,2,2019,6,19,2,50,1,8,117,76,77,52,4,0,3,8,A,Minor
Shake It Off,Taylor Swift,21335,1113838873,328,1378,1,2014,1,1,13,70,9,20,160,65,95,80,5,0,16,41,G,Major
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",5724,721975598,119,254,2,2023,1,11,44,108,29,22,122,78,50,63,27,0,5,9,D,Minor
Shallow,"Lady Gaga, Bradley Cooper",16636,2159346687,368,2854,2,2018,9,27,12,155,6,121,96,57,30,40,38,0,3,26,G,Major
Shape of You,Ed Sheeran,32181,3562543890,33,6808,1,2017,1,6,10,0,7,0,96,83,93,65,58,0,8,9,C#,Minor
Shirt,SZA,3469,309653982,71,31,1,2022,10,28,0,95,0,2,120,82,55,45,15,3,10,9,D#,Minor
Shivers,Ed Sheeran,10147,1302184087,234,543,1,2021,9,9,30,71,18,,141,79,82,86,28,0,9,4,D,Major
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",351,76910644,16,10,2,2023,4,25,9,90,0,64,110,76,26,70,1,0,6,41,B,Minor
Shorty Party,"Cartel De Santa, La Kelly",432,162887075,8,12,2,2023,3,4,12,14,2,33,96,93,47,47,33,0,36,10,D,Major
Shut Down,BLACKPINK,1524,482175240,53,62,1,2022,9,16,17,120,0,2,110,82,67,69,0,0,4,18,,Major
Shut up My Moms Calling,Hotel Ugly,1788,405136812,1,19,1,2020,2,10,14,50,0,19,139,48,37,41,32,0,10,10,A,Minor
Shut up My Moms Calling - (Sped Up),Hotel Ugly,713,181831132,2,6,1,2022,9,14,7,4,0,0,85,65,36,47,31,0,10,12,F,Minor
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",859,178512385,14,11,3,2022,3,31,0,0,0,0,82,79,48,84,13,0,23,21,A#,Major
Si Te La Encuentras Por Ahï¿,Feid,1379,179061440,23,18,1,2022,8,5,4,10,0,0,172,74,46,58,15,0,8,13,G#,Minor
Sial,Mahalini,134,166570053,4,0,1,2023,1,23,4,6,0,23,120,56,20,43,89,0,4,12,D,Major
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",685,295152154,15,4,2,2022,8,15,5,79,2,0,136,77,71,75,33,1,4,13,,Major
Sigue,"Ed Sheeran, J Balvin",1370,106933107,46,60,2,1996,11,24,0,8,0,0,88,89,59,64,5,0,7,19,G,Major
Silent Hill,"Kendrick Lamar, Kodak Black",3028,123216717,22,23,2,2022,5,13,0,0,0,0,140,92,78,57,46,0,9,14,C#,Minor
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",1097,209106362,18,13,2,2022,7,22,2,10,1,1,118,82,75,85,33,1,4,11,B,Minor
Sky,Playboi Carti,3297,506778838,25,52,1,2020,12,25,3,3,0,1,140,79,56,91,26,0,21,13,D,Major
Sleigh Ride,The Ronettes,10114,404664135,114,262,1,1963,11,22,0,74,0,0,92,53,84,77,40,0,3,32,D,Major
SloMo,Chanel,1211,65719930,31,19,1,2021,12,24,0,0,0,2,105,73,59,81,13,0,6,9,C#,Minor
Slut Me Out,NLE Choppa,816,190490915,21,13,1,2022,4,22,4,4,0,4,121,94,71,61,12,0,42,53,F#,Minor
Smells Like Teen Spirit - Remastered 2021,Nirvana,49991,1690192927,265,12367,1,1991,9,10,9,121,4,160,117,52,73,91,0,0,7,11,C#,Major
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",4963,383550148,63,76,3,2021,11,5,0,40,0,0,82,63,85,62,6,0,4,35,D,Major
Smoking on my Ex Pack,SZA,811,57144458,6,3,1,2022,12,9,0,11,0,0,81,47,33,68,24,0,38,22,G#,Major
Snooze,SZA,2839,399686758,58,42,1,2022,12,9,25,156,1,236,143,56,39,55,14,0,13,11,F,Major
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2415,323437194,33,30,2,2022,10,21,0,57,0,11,110,66,19,32,69,0,4,12,A,Major
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",359,60350538,1,9,2,2023,5,26,2,0,0,0,110,66,32,40,81,0,3,11,F#,Minor
Snowman,Sia,5140,690104769,85,500,1,2017,1,1,0,110,0,,105,72,33,51,48,0,3,9,C#,Major
So Good,Halsey,1057,91781263,51,19,1,2022,6,9,0,14,0,0,83,63,29,62,4,0,4,18,D#,Minor
Sobrio,Maluma,3506,513643924,103,100,1,2021,7,8,10,76,1,1,178,76,63,77,14,0,22,15,F,Major
Softcore,The Neighbourhood,3947,599770206,33,93,1,2018,3,9,12,102,0,30,94,57,36,58,5,0,3,15,D,Major
Somebody That I Used To Know,"Gotye, Kimbra",42798,1457139296,217,6508,2,2011,1,1,0,136,1,,129,86,75,52,54,0,4,10,,Major
Someone You Loved,Lewis Capaldi,17836,2887241814,440,1800,1,2018,11,8,53,125,0,,110,50,45,41,75,0,3,11,C#,Major
Something In The Way - Remastered 2021,Nirvana,9514,368646862,45,1197,1,1991,9,24,0,27,0,43,106,44,8,20,74,42,3,11,G#,Major
Something Just Like This,"The Chainsmokers, Coldplay",23375,2204080728,336,2692,2,2017,2,22,21,188,3,30,103,61,47,65,3,0,4,17,B,Minor
Something in the Orange,Zach Bryan,3282,449701773,67,46,1,2022,4,22,12,84,16,117,110,59,22,38,42,0,3,12,G,Major
Somewhere Only We Know,Keane,20015,1089402494,107,5239,1,2004,1,1,16,69,0,558,172,45,33,59,6,0,3,8,A,Major
Soy El Unico,Yahritza Y Su Esencia,226,126443991,5,4,1,2022,3,25,0,0,0,1,84,71,63,45,45,0,3,11,E,Minor
Space Song,Beach House,17852,789753877,69,335,1,2015,1,1,4,76,0,,147,51,62,79,22,13,3,14,,Minor
Sparks,Coldplay,10826,624101957,24,805,1,2000,7,10,4,0,0,0,103,37,17,27,75,5,3,10,C#,Major
Special,SZA,906,88092256,6,3,1,2022,12,9,0,21,0,0,76,60,19,20,78,0,5,11,,Major
Spin Bout U,"Drake, 21 Savage",1652,198365537,26,10,2,2022,11,4,2,52,0,95,130,77,20,70,1,0,5,16,G,Major
Sprinter,"Dave, Central Cee",2186,183706234,67,88,2,2023,6,1,91,213,17,946,141,92,66,58,19,0,24,8,C#,Major
Stan,"Eminem, Dido",17115,918915401,83,4180,2,1999,11,21,0,63,0,0,80,78,53,74,4,0,21,45,F#,Minor
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",381,46065667,23,6,2,2023,5,26,5,82,0,113,134,76,61,58,6,0,3,16,B,Major
Starboy,"The Weeknd, Daft Punk",29536,2565529693,281,2445,2,2016,9,21,79,137,1,140,186,68,49,59,16,0,28,13,G,Major
Stargirl Interlude,"The Weeknd, Lana Del Rey",1275,611700552,13,5,2,2016,11,24,32,8,0,1,90,59,52,48,38,5,11,10,F,Minor
Starlight,Dave,1856,229473310,29,31,1,2022,3,3,3,40,1,1,124,95,36,37,35,0,28,10,G,Major
Starry Eyes,The Weeknd,1014,74601456,1,11,1,2022,1,7,0,17,0,0,86,28,13,41,50,0,3,19,A,Minor
Static,Steve Lacy,1613,202452860,21,13,1,2022,7,15,0,15,0,0,79,34,22,31,43,63,7,10,C#,Major
Stay Alive (Prod. SUGA of BTS),Jung Kook,590,246376690,4,20,1,2022,2,11,5,113,0,1,130,51,50,76,30,0,7,10,D,Minor
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",3113,123473120,54,124,4,2022,7,15,0,6,1,0,126,81,90,73,28,0,4,29,A,Major
Stefania (Kalush Orchestra),KALUSH,555,53729194,10,4,1,2022,3,10,0,4,0,0,105,83,32,82,14,0,4,12,D,Major
Sticky,Drake,2814,191448892,38,25,1,2022,6,17,0,105,0,2,137,88,8,49,9,0,14,9,A#,Minor
Still D.R.E.,"Dr. Dre, Snoop Dogg",33966,1210599487,141,6591,2,1999,1,1,0,78,1,0,93,81,53,78,18,0,24,6,B,Major
Still Don't Know My Name,Labrinth,6332,563902868,47,266,1,2019,10,4,0,116,0,0,88,31,31,63,47,27,12,21,F,Major
Still Life,BIGBANG,181,53909146,16,7,1,2022,4,5,0,14,0,0,118,68,24,58,44,0,3,6,G#,Major
Still With You,Jung Kook,31,38411956,2,8,1,2020,6,5,39,107,0,0,88,53,34,47,9,0,4,83,C#,Minor
Streets,Doja Cat,5728,865640097,85,179,1,2019,11,7,0,87,0,12,90,75,19,46,21,4,8,34,B,Major
Style,Taylor Swift,7830,786181836,94,151,1,2014,1,1,42,111,4,82,95,60,48,79,0,0,4,12,D,Major
Sugar Rush Ride,TOMORROW X TOGETHER,359,107642809,12,13,1,2023,1,27,0,56,0,13,125,71,83,89,1,0,9,17,A#,Minor
Summertime Sadness,Lana Del Rey,20333,983637508,89,1632,1,2011,1,1,52,143,3,200,112,56,24,66,7,0,3,12,C#,Minor
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",24094,2808096550,372,843,2,2018,10,9,78,117,4,69,90,76,91,50,54,0,5,7,D,Major
Sunroof,"Nicky Youre, Dazy",3741,652704649,156,110,2,2021,12,3,17,35,19,0,131,77,84,71,35,0,4,15,A#,Major
Super,SEVENTEEN,271,91221625,16,9,1,2023,4,24,12,103,0,55,137,77,35,88,16,0,9,17,G#,Major
Super Freaky Girl,Nicki Minaj,4827,428685680,104,76,1,2022,8,12,0,17,9,2,133,95,91,89,6,0,24,31,D,Major
Super Gremlin,Kodak Black,2551,342779426,52,35,1,2021,10,30,0,15,0,1,73,83,11,41,0,0,14,36,D,Major
Super Shy,NewJeans,422,58255150,37,21,1,2023,7,7,55,202,5,168,150,78,52,82,18,0,7,15,F,Minor
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",2959,401036314,41,38,3,2022,12,2,16,69,0,36,117,72,45,59,14,0,21,20,F,Minor
Superman,"Eminem, Dina Rae",7615,655466831,18,1005,2,2002,5,26,14,51,0,0,130,80,64,76,2,0,6,20,E,Minor
Sure Thing,Miguel,13801,950906471,137,435,1,2010,5,25,19,125,6,285,81,68,51,60,3,0,10,19,B,Minor
Surface Pressure,Jessica Darrow,1756,267758538,38,20,1,2021,11,19,0,48,0,0,180,65,37,58,2,0,31,4,D,Major
Sweater Weather,The Neighbourhood,16413,2282771485,166,1056,1,2012,5,14,61,87,1,,124,61,41,81,5,2,3,10,A#,Major
Sweet Child O' Mine,Guns N' Roses,41231,1553497987,228,6720,1,1987,1,1,1,151,3,99,125,45,67,90,9,11,5,10,F#,Major
Sweet Nothing,Taylor Swift,1747,186104310,9,13,1,2022,10,21,0,6,0,2,177,34,39,16,97,0,5,12,,Major
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",3501,299634472,69,51,2,2022,3,11,0,2,11,0,124,81,68,63,17,0,22,10,G,Major
Swim,Chase Atlantic,2742,498960285,5,62,1,2017,10,4,0,1,0,0,120,67,8,54,27,0,4,8,G#,Major
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",903,177129919,30,15,3,2021,11,18,0,26,0,0,90,63,75,75,17,0,8,11,F#,Minor
THATS WHAT I WANT,Lil Nas X,7963,920797189,173,298,1,2021,9,17,0,7,0,4,88,74,55,85,1,0,22,5,C#,Minor
THE LONELIEST,Mï¿½ï¿½ne,1585,225093344,78,328,1,2022,10,7,5,65,1,198,130,52,24,60,0,0,3,8,D,Major
THE SHADE,Rex Orange County,1189,244928911,17,16,1,2022,3,11,6,10,0,4,120,90,73,51,39,0,6,9,F,Major
TO THE MOON,Jnr Choi,2979,245095641,44,159,1,2021,11,5,0,0,0,0,144,74,39,65,5,1,35,11,D,Major
TQG,"Karol G, Shakira",4284,618990393,115,184,2,2023,2,23,49,123,18,354,180,72,61,63,67,0,28,9,E,Minor
TQM,Fuerza Regida,584,176553476,16,15,1,2023,5,19,28,159,6,100,125,79,96,85,27,0,6,11,F,Minor
TRUSTFALL,P!nk,2098,134255790,88,101,1,2023,1,27,16,24,7,451,122,64,25,89,0,0,9,15,G#,Major
TULUM,"Peso Pluma, Grupo Frontera",266,52294266,20,13,2,2023,6,28,34,185,8,197,168,56,63,87,39,0,5,11,F#,Major
TUS Lï¿½ï¿½GR,"Sech, Mora",1308,184622518,23,9,2,2022,4,1,2,16,0,5,174,68,45,71,18,0,25,11,C#,Major
TV,Billie Eilish,3009,338564981,68,65,1,2022,7,21,2,89,0,25,141,41,9,25,84,1,4,14,E,Minor
Tacones Rojos,Sebastian Yatra,3047,510876816,77,85,1,2021,10,22,9,31,5,28,123,75,93,86,8,0,3,14,B,Minor
Tak Ingin Usai,Keisya Levronka,220,184807630,16,0,1,2022,5,13,4,5,0,6,130,49,14,40,82,0,3,11,,Major
Tak Segampang Itu,Anggi Marito,213,179659294,7,0,1,2022,12,2,6,6,0,48,130,51,18,44,76,0,3,11,F,Major
Take Me To Church,Hozier,23804,2135158446,187,4623,1,2013,9,13,31,99,1,0,129,57,41,66,63,0,5,12,E,Minor
Take My Breath,The Weeknd,8989,563358137,191,382,1,2021,8,6,0,76,0,0,121,72,44,76,2,0,4,18,A#,Minor
Take On Me,a-ha,44927,1479115056,34,5108,1,1984,10,19,17,0,6,0,84,57,86,90,2,0,5,9,F#,Minor
Take Two,BTS,674,118482347,20,25,1,2023,6,9,47,106,4,78,93,62,57,59,3,0,3,38,G,Major
Talk,YEAT,920,148461629,10,8,1,2022,9,2,0,1,0,0,140,70,26,76,8,0,23,54,E,Minor
Talk that Talk,TWICE,615,189476119,14,15,1,2022,8,26,0,77,1,2,120,77,78,91,14,0,12,33,D#,Minor
Talking To The Moon,Bruno Mars,7109,1062956628,5,862,1,2010,10,4,2,0,0,0,146,52,7,61,51,0,3,11,C#,Minor
Tarot,"Bad Bunny, Jhay Cortez",2482,608228647,27,22,2,2022,5,6,20,77,2,0,114,80,42,68,2,0,4,66,B,Minor
Tattoo,Loreen,2988,201660859,74,145,1,2023,2,25,59,102,18,925,150,55,30,78,24,0,8,12,D#,Minor
Te Felicito,"Shakira, Rauw Alejandro",4796,606361689,124,212,2,2022,4,21,9,66,13,1,174,70,57,64,23,0,32,8,F,Major
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",182,54225632,3,1,5,2023,5,22,8,88,0,52,110,76,96,72,32,0,4,9,G,Minor
That That (prod. & feat. SUGA of BTS),"PSY, Suga",802,212109195,16,23,2,2022,4,29,0,81,0,0,130,91,91,96,3,0,9,3,E,Major
That's Hilarious,Charlie Puth,686,146363130,11,12,1,2022,4,8,2,6,0,15,108,71,55,44,74,0,6,11,F#,Major
The Astronaut,Jin,481,203436468,10,15,1,2022,10,28,9,100,1,27,125,54,22,76,0,0,3,14,F,Major
The Business,Tiï¿½ï¿,14311,1062345656,255,582,1,2020,1,1,0,32,0,14,120,80,24,62,41,2,23,11,G#,Minor
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,11500,389771964,140,251,1,1946,11,1,0,72,0,0,139,36,22,15,84,0,4,11,C#,Major
The Color Violet,Tory Lanez,2585,415932686,3,21,1,2021,12,10,32,79,1,54,105,65,46,53,16,0,5,9,F#,Minor
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",1150,184937148,20,12,3,2021,11,19,0,38,0,0,141,59,56,63,12,0,36,6,C#,Major
The Feels,TWICE,1150,345903614,20,44,1,2021,10,1,0,99,0,2,120,81,92,90,9,0,7,8,A,Major
The Great War,Taylor Swift,1274,181382590,1,11,1,2022,10,21,0,6,0,0,96,57,55,74,22,0,4,8,F,Major
The Heart Part 5,Kendrick Lamar,2939,71423324,29,30,1,2022,5,8,0,0,0,0,98,76,79,81,18,0,34,6,G#,Minor
The Hills,The Weeknd,25744,1947371785,122,1992,1,2015,5,27,4,94,0,18,136,36,12,57,9,0,8,14,,Minor
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",1430,146789379,46,34,2,2022,2,11,0,1,0,0,134,53,31,31,92,0,3,28,,Major
The Motto,"Tiï¿½ï¿½sto, Ava",9151,656013912,240,268,2,2021,11,4,6,107,0,5,118,75,46,76,3,0,4,9,G,Minor
The Next Episode,"Dr. Dre, Snoop Dogg",31762,843309044,142,5451,2,1999,1,1,0,40,1,953,95,92,31,89,3,0,25,8,D#,Minor
The Night We Met,Lord Huron,18515,1410088830,70,939,1,2015,2,2,35,82,1,162,174,45,10,37,97,25,4,64,D,Major
The Nights,Avicii,17354,1456081449,92,1282,1,2014,1,1,8,122,0,55,126,53,66,85,2,0,4,24,F#,Major
The Real Slim Shady,Eminem,20763,1424589568,81,3271,1,2000,1,1,27,53,1,17,104,95,78,66,3,0,6,4,F,Minor
The Rumbling (TV Size),SiM,254,71014967,0,23,1,2022,1,10,0,4,0,0,145,41,65,88,0,0,5,26,G#,Major
The Scientist,Coldplay,30992,1608164312,124,7827,1,2002,8,5,6,25,1,0,146,56,21,44,73,0,2,11,F,Major
There's Nothing Holdin' Me Back,Shawn Mendes,12382,1714490998,229,1370,1,2016,9,23,0,57,2,71,122,86,97,80,36,0,6,9,D,Major
Thinking Out Loud,Ed Sheeran,33032,2280566092,363,3895,1,2014,1,1,0,129,0,28,79,78,58,45,47,0,3,18,D,Major
Thinking with My Dick,"Kevin Gates, Juicy J",1550,109091573,0,14,2,2013,7,16,0,0,0,0,81,77,68,70,6,0,20,17,,Major
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,604,125917280,22,0,1,2023,3,3,6,101,0,66,140,66,43,76,49,0,3,12,D#,Minor
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1492,132171975,26,15,1,2022,5,6,0,2,0,2,144,47,7,50,32,0,4,7,E,Major
Those Eyes,New West,1507,411747614,24,44,1,2019,5,10,14,71,1,195,120,60,24,35,73,0,3,31,E,Major
Thought You Should Know,Morgan Wallen,968,203221468,16,1,1,2022,5,6,4,53,0,61,140,53,51,70,49,0,3,14,F#,Major
Thousand Miles,The Kid Laroi,2050,244741137,52,46,1,2022,4,22,0,9,0,1,81,38,20,66,9,0,8,9,G,Major
Thunder,"Prezioso, Gabry Ponte, LUM!X",4846,422691058,54,259,3,2021,5,7,10,16,0,13,101,67,40,90,3,0,6,34,C#,Major
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",1678,374191487,20,15,2,2021,12,29,12,4,1,3,96,66,76,82,47,0,32,10,C#,Minor
Titi Me Preguntï¿,Bad Bunny,9037,1264310836,124,139,1,2022,5,6,42,133,14,166,107,65,19,72,10,0,25,13,F,Minor
Todo De Ti,Rauw Alejandro,11975,1168642797,188,268,1,2020,11,2,8,75,6,16,128,81,57,63,40,1,4,10,D#,Minor
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2605,236872197,15,50,2,2019,6,28,0,48,0,3,98,68,33,43,38,0,14,36,F#,Minor
Too Late,SZA,714,49262961,0,2,1,2022,12,8,0,9,0,0,128,45,35,68,78,0,8,39,B,Major
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",2110,286400165,17,19,3,2022,12,2,58,119,2,266,88,68,17,71,15,0,5,11,G,Minor
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",1529,149778242,32,39,2,2023,2,24,0,18,2,0,95,64,30,77,46,0,6,38,,Major
Toxic,BoyWithUke,1795,582981380,34,118,1,2021,9,10,0,23,0,,180,59,69,61,84,0,36,46,G#,Minor
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",1682,276259178,24,30,3,2022,12,2,46,90,1,176,119,75,48,53,18,0,34,18,C#,Minor
True Love,"Kanye West, XXXTENTACION",2129,194902696,23,44,2,2022,5,27,0,1,1,0,84,71,39,86,2,0,25,51,F,Minor
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",1003,116144341,21,44,4,2022,9,28,0,0,0,0,130,89,48,74,30,0,36,7,E,Minor
Typa Girl,BLACKPINK,452,235549288,2,13,1,2022,9,16,10,129,0,1,132,92,53,62,7,0,10,63,G,Major
Tï¿½ï¿,"dennis, MC Kevin o Chris",731,111947664,27,73,2,2023,5,4,15,17,4,167,130,86,59,96,50,1,5,9,B,Major
ULTRA SOLO,"Polima WestCoast, Pailita",1367,307752576,48,34,2,2022,2,14,0,4,1,0,110,80,26,85,23,0,21,11,C#,Major
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",2341,279717388,37,38,5,2022,6,16,0,2,2,0,110,91,59,82,8,0,8,6,C#,Major
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",327,92035115,14,9,2,2023,5,1,13,110,0,49,104,80,38,88,11,0,5,11,E,Minor
Un Coco,Bad Bunny,1029,403231558,5,9,1,2022,5,6,28,28,0,0,152,84,74,69,21,0,6,18,B,Major
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",561,142095275,4,12,3,2023,4,4,14,14,5,56,192,50,85,52,11,0,6,28,B,Major
Un Ratito,Bad Bunny,1112,417230415,7,13,1,2022,5,6,6,30,1,1,93,79,22,55,31,0,5,12,,Minor
Un Verano Sin Ti,Bad Bunny,1004,283332261,8,9,1,2022,5,6,1,12,0,0,188,50,41,50,69,0,6,12,F,Minor
Una Noche en Medellï¿½,Cris Mj,5415,682475162,46,53,1,2022,1,21,32,16,1,2,96,87,82,53,10,0,8,5,A#,Minor
